Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20
"Williamson County, TN",US,35.9179,-86.8622,3,2,100,100,96,36,67,20,96,42,98,99,7,11,100,100,100,97,97,97,100,100,100,100,3,4,11,11,100,13,100,4,3,97,100,99,99,6,99,20,14,100,99,5,4,8,3,1,11,100,6,3,100,100,100,6,98,99,4,6,99,100,8,97,100,99,11,18,100,2,7
"New York County, NY",US,40.7128,-74.006,3,71,4,8,100,19,72,71,70,1,79,81,92,74,82,68,100,98,71,75,100,100,25,100,9,2,9,70,56,14,71,70,3,70,5,97,82,100,71,9,8,72,78,76,6,98,46,3,2,33,77,13,71,97,100,28,73,30,18,4,22,28,85,13,31,9,75,5,96,37,6
"Montgomery County, MD",US,39.1547,-77.2405,3,3,5,57,99,14,19,19,7,5,17,81,28,9,55,82,99,92,7,10,97,99,59,80,10,4,7,11,35,20,13,9,3,4,9,84,70,87,14,6,5,70,73,14,4,59,15,1,1,61,27,8,7,93,96,17,2,74,23,15,17,26,77,10,70,20,19,14,86,67,6
"Suffolk County, MA",US,42.3601,-71.0589,4,5,8,15,96,55,28,21,6,2,4,62,21,12,16,75,95,86,8,14,95,91,14,94,10,3,8,7,95,51,13,8,4,2,3,69,70,95,6,8,6,9,64,60,8,30,25,4,5,10,89,25,8,17,82,90,18,10,55,4,16,28,75,41,17,18,86,8,69,57,7
"Denver County, CO",US,39.7392,-104.9903,3,5,5,4,7,5,37,3,54,54,12,5,6,23,19,10,31,60,16,69,37,22,33,16,14,14,9,18,26,32,20,6,4,69,11,31,3,3,1,3,57,21,3,1,3,0,2,39,55,2,6,10,3,4,5,7,6,7,0,8,10,5,3,4,3,4,4,1,4,1,0
"Summit County, CO",US,39.5912,-106.064,39,41,39,28,37,21,40,23,28,33,18,16,8,30,28,23,39,52,25,37,31,18,28,25,21,23,40,44,24,32,17,15,27,52,49,38,26,34,19,14,36,40,25,12,15,14,14,31,28,36,11,44,36,26,31,27,41,31,20,20,20,21,20,33,22,21,23,51,22,14,6
"Bergen County, NJ",US,40.9263,-74.077,5,5,7,9,98,26,28,18,5,1,47,56,77,38,52,73,99,93,10,28,98,99,30,99,10,2,9,9,62,17,8,8,3,3,4,85,47,93,6,8,9,11,91,45,7,89,40,2,1,38,40,17,7,82,98,36,30,24,25,4,24,30,80,14,59,15,89,7,56,44,6
"Harris County, TX",US,29.7752,-95.3103,9,98,93,14,48,94,17,88,18,21,21,10,8,28,50,69,44,7,12,76,87,83,90,9,10,14,26,17,35,73,93,10,10,17,88,11,6,4,2,7,15,15,22,81,25,3,5,8,38,67,4,55,97,17,10,7,7,7,8,34,70,86,8,77,97,33,45,62,96,5,8
"San Francisco County, CA",US,37.7749,-122.4194,97,20,25,38,69,99,18,93,14,15,9,12,10,11,8,12,12,12,12,4,2,4,7,11,10,14,13,10,7,12,10,10,17,13,18,6,6,5,4,9,15,4,4,4,9,86,98,21,16,11,9,17,7,12,26,14,9,90,26,97,13,94,22,94,91,14,100,90,12,7,8
"Contra Costa County, CA",US,37.8534,-121.9018,73,36,22,34,61,88,19,30,17,14,10,12,13,9,8,8,9,10,15,4,1,3,5,10,12,12,12,10,8,8,7,8,10,13,13,4,5,5,2,10,16,4,2,3,7,8,68,44,15,9,7,18,9,13,27,13,7,21,40,73,13,31,19,39,51,12,94,25,14,11,14
"Orange County, CA",US,33.7879,-117.8531,54,11,9,9,10,15,11,7,5,4,2,6,12,25,8,8,8,8,8,79,20,3,7,6,11,7,8,8,13,16,7,11,70,30,12,5,4,1,0,7,47,37,3,6,7,8,19,24,7,99,6,6,7,8,9,9,5,7,10,35,12,13,14,10,10,11,49,66,7,5,20
"Norfolk County, MA",US,42.1767,-71.1449,4,5,8,12,98,39,28,18,5,1,5,75,23,12,17,92,98,94,7,15,98,96,13,97,10,2,9,6,97,48,10,7,3,2,3,88,88,98,6,8,6,9,85,74,7,41,63,4,4,8,94,27,7,19,93,96,21,13,56,4,16,27,91,20,56,16,86,8,45,48,7
"Maricopa County, AZ",US,33.2918,-112.4291,76,14,8,6,7,7,13,5,10,3,2,6,8,9,6,7,8,5,4,4,76,68,8,5,6,4,6,8,8,8,7,6,96,33,8,2,3,1,1,5,2,18,16,3,3,7,1,2,6,74,8,8,7,6,7,5,5,6,1,10,7,3,7,6,6,8,8,9,8,5,6
"Wake County, NC",US,35.8032,-78.5661,7,6,11,93,99,10,88,20,11,13,98,99,12,12,22,85,100,98,13,16,28,99,59,96,9,8,63,85,74,97,96,57,66,9,97,98,45,24,15,10,6,14,96,8,89,92,10,5,9,77,8,9,45,95,98,10,7,88,6,11,16,47,97,100,99,19,16,5,93,94,8
"Westchester County, NY",US,41.122,-73.7949,4,5,8,8,95,27,28,19,5,1,42,53,72,45,43,70,97,92,10,28,97,98,38,96,10,3,8,9,71,19,9,8,3,2,4,72,45,89,7,10,7,12,86,57,9,71,37,2,2,41,44,20,7,68,96,54,28,22,27,4,22,28,86,14,31,17,83,6,57,52,6
"Grafton County, NH",US,43.9088,-71.82600000000001,9,9,6,9,82,81,50,28,11,3,4,22,19,28,19,9,49,55,19,15,76,46,26,66,11,4,20,19,47,37,24,8,10,9,8,24,50,85,23,28,16,17,80,86,31,26,14,4,5,86,61,41,15,21,76,53,33,23,53,18,27,65,90,14,28,42,83,17,42,57,12
"Hillsborough, FL",US,27.9904,-82.3018,3,8,23,32,12,10,31,9,38,28,38,94,16,10,9,18,56,90,5,9,11,15,46,26,64,13,48,17,17,21,40,69,11,12,14,62,94,41,2,16,7,11,9,8,19,15,3,9,12,15,10,19,10,12,90,11,4,8,5,9,13,17,30,21,27,23,16,17,12,80,9
"Placer County, CA",US,39.0916,-120.8039,84,66,34,60,54,98,33,43,7,11,6,7,51,5,6,13,7,6,6,5,4,10,5,5,8,7,12,8,8,8,7,7,8,9,4,2,2,1,0,32,78,4,3,2,1,6,90,72,46,7,7,26,6,6,37,28,6,42,74,77,16,69,35,83,88,20,92,62,18,8,10
"San Mateo, CA",US,37.563,-122.3255,82,40,28,37,69,83,27,34,17,21,16,13,14,12,8,11,13,13,15,6,3,5,8,15,12,15,14,11,8,14,13,9,22,17,19,7,6,6,5,11,21,5,4,5,9,11,75,30,19,16,8,19,13,11,37,17,9,28,43,71,22,44,20,56,61,15,96,37,19,13,14
"Sonoma County, CA",US,38.578,-122.9888,99,15,37,76,98,94,24,57,15,13,11,14,11,10,8,11,12,11,9,4,4,4,8,11,14,12,13,9,8,12,12,7,9,9,12,6,6,5,5,9,14,3,5,3,11,17,60,19,19,8,14,21,8,12,66,21,9,39,26,74,33,51,50,64,44,52,98,39,12,7,14
"Umatilla, OR",US,45.775,-118.7606,40,82,63,74,45,85,73,82,75,25,22,74,35,19,69,98,95,76,71,13,8,7,15,9,23,86,69,60,15,6,4,4,3,62,11,7,6,4,4,24,11,14,12,5,3,15,78,11,8,3,68,59,60,9,26,50,41,19,35,37,83,73,80,73,53,17,48,41,63,13,14
"Fulton County, GA",US,33.8034,-84.3963,4,2,95,100,9,12,70,7,12,14,98,33,7,8,24,100,100,72,95,14,100,100,43,100,9,3,100,12,100,100,100,26,3,6,100,90,65,4,6,0,0,100,100,100,100,15,0,1,14,98,2,1,100,100,97,4,10,79,4,6,17,99,76,100,100,61,100,7,100,96,3
"Washington County, OR",US,45.547,-123.1386,96,97,99,95,97,98,98,97,94,85,74,95,56,61,82,98,93,93,87,23,11,22,24,53,66,99,66,59,28,7,7,10,18,84,45,19,21,11,55,90,19,61,28,25,19,95,88,34,15,8,93,89,78,83,96,97,100,95,73,43,96,98,97,91,79,83,85,94,98,60,35
"Snohomish County, WA",US,48.033,-121.8339,96,97,100,99,89,96,97,96,94,91,100,99,54,61,86,100,100,99,97,25,17,78,47,90,95,98,92,84,18,7,9,8,78,98,80,40,59,28,79,91,65,97,95,83,85,97,92,68,11,55,99,97,90,95,99,95,100,100,92,61,94,99,94,70,71,51,68,66,97,77,46
"Humboldt County, CA",US,40.745,-123.8695,96,67,86,94,100,98,94,92,56,61,13,59,80,38,9,22,19,16,43,6,5,9,12,14,23,28,83,16,13,14,13,10,14,42,13,8,10,6,12,35,11,6,8,7,10,57,91,28,23,8,18,93,16,14,92,83,11,90,89,85,73,91,96,96,97,84,96,70,48,12,12
"Sacramento County, CA",US,38.4747,-121.3542,74,54,38,54,59,98,21,31,15,16,10,11,21,8,7,10,10,8,9,4,2,3,5,7,11,15,17,8,6,8,7,10,13,11,12,5,6,5,4,15,52,4,4,4,8,8,91,37,24,11,10,16,8,10,38,23,9,32,54,89,13,40,26,51,57,13,96,40,13,14,18
"San Diego County, CA",US,32.7157,-117.1611,88,10,9,11,11,11,13,17,9,4,1,6,12,13,8,8,8,8,11,83,99,13,11,8,14,18,18,8,11,14,18,19,92,54,12,15,3,1,1,7,56,82,6,8,9,8,19,68,79,99,7,8,7,7,19,16,5,11,10,80,11,13,9,9,15,13,14,88,16,5,23
"San Benito, CA",US,36.5761,-120.9876,18,27,12,13,13,56,12,12,8,9,7,6,9,8,5,6,6,5,6,5,2,1,6,6,9,7,7,8,8,8,6,8,37,14,8,1,1,1,1,7,46,2,1,2,4,5,46,25,12,75,9,10,7,7,9,11,6,9,19,65,8,16,10,10,14,10,89,21,7,5,10
"Los Angeles, CA",US,34.0522,-118.2437,53,9,7,8,9,16,10,5,3,5,3,6,9,9,8,8,8,8,8,62,10,2,7,7,11,7,9,8,10,14,8,10,66,16,9,3,4,1,1,9,48,22,3,6,7,8,34,27,8,99,5,5,8,7,9,7,5,6,7,25,8,11,9,8,7,10,61,70,7,5,31
"King County, WA",US,47.6062,-122.3321,96,93,100,99,84,97,95,96,90,87,99,99,64,75,90,100,100,95,77,22,12,47,33,75,77,92,92,56,23,6,7,8,37,89,33,30,32,20,64,83,47,95,64,44,83,98,88,48,16,16,99,86,89,92,96,93,100,99,81,54,96,98,88,76,68,55,67,74,96,84,51
"Cook County, IL",US,41.7377,-87.6976,7,4,87,97,92,17,17,11,15,8,61,66,8,12,19,27,53,49,32,82,42,8,47,26,38,11,52,96,70,6,8,36,4,4,66,83,66,50,42,4,12,28,22,57,9,45,4,3,98,95,24,37,11,14,48,10,4,12,2,59,95,98,12,43,46,45,9,40,89,16,41
"Skagit, WA",US,48.4242,-121.7114,93,96,100,98,86,96,96,95,95,88,99,99,52,50,79,99,100,99,94,26,16,78,51,78,92,93,88,68,20,10,12,11,76,97,84,49,61,56,85,85,56,94,94,85,84,96,89,70,15,72,98,96,84,95,97,93,99,99,89,51,89,97,87,56,68,67,68,68,97,87,56
"Thurston, WA",US,46.8646,-122.7696,95,95,100,98,92,99,98,97,95,93,99,98,51,72,87,100,100,99,91,23,13,36,34,73,77,98,77,55,25,6,6,9,36,95,51,25,30,16,77,93,23,88,76,33,74,98,93,34,19,12,97,93,87,89,98,96,100,99,76,54,98,98,96,79,79,65,77,84,92,77,43
"Island, WA",US,48.1976,-122.5795,85,92,92,90,78,89,88,89,87,78,94,89,55,53,90,100,100,91,82,18,13,44,27,71,86,83,79,71,24,7,8,10,61,94,34,33,36,36,68,79,59,98,75,35,91,92,89,62,18,27,97,79,83,80,94,84,99,96,59,67,91,93,91,52,64,80,71,66,86,56,56
"Whatcom, WA",US,48.8787,-121.9719,83,90,98,95,79,94,94,92,93,86,99,98,44,52,78,97,96,96,84,34,28,75,44,80,86,85,82,65,28,22,15,12,80,95,75,59,61,65,81,74,55,92,92,81,91,89,84,60,28,86,98,96,75,93,96,86,97,99,84,39,80,88,78,41,53,66,60,56,93,85,82
"Marin, CA",US,38.0834,-122.7633,99,22,28,60,88,90,28,60,18,20,12,21,12,11,8,14,14,14,12,5,3,5,8,15,12,15,15,9,8,13,12,9,14,13,18,7,7,7,6,10,15,4,5,6,12,12,88,23,21,9,12,20,8,13,49,17,10,48,48,74,17,56,56,64,61,25,97,27,12,8,12
"Calaveras, CA",US,38.196,-120.6805,53,41,15,25,26,97,16,21,9,11,7,7,45,6,6,7,9,7,7,5,4,3,6,4,7,8,11,8,8,9,6,7,10,11,6,3,4,3,4,6,62,3,4,4,5,7,77,54,15,6,10,13,7,7,10,22,9,14,53,84,11,40,19,40,70,10,92,56,9,8,11
"Stanislaus, CA",US,37.5091,-120.9876,40,52,20,25,26,89,16,16,14,14,10,12,13,9,6,8,9,7,9,4,2,3,6,7,11,12,15,8,5,7,7,11,22,10,12,4,5,5,5,9,32,3,4,4,8,8,69,51,11,22,8,12,8,14,11,14,9,19,26,86,10,21,13,19,25,12,94,31,16,16,15
"San Joaquin, CA",US,36.6066,-120.189,27,30,14,22,16,52,13,13,13,13,11,11,12,9,6,8,9,6,6,5,2,3,5,5,11,10,13,7,6,7,8,9,56,9,10,4,4,4,3,6,16,4,2,3,5,6,38,20,10,83,10,11,10,11,10,15,12,16,17,86,11,13,9,9,11,10,88,26,13,12,21
"Essex, MA",US,42.632,-70.7829,4,4,7,15,91,69,32,26,7,2,4,45,16,13,15,37,91,83,10,11,89,81,16,92,9,3,9,11,90,50,15,10,4,3,5,39,34,92,8,13,10,9,52,42,10,30,21,5,6,14,86,18,8,14,68,81,11,6,41,5,15,31,77,14,21,25,84,10,64,70,11
"Charlton, GA",US,30.7917,-82.0843,6,9,17,84,14,13,42,9,75,71,84,52,16,8,11,21,90,69,7,9,10,19,24,56,89,11,89,28,55,28,96,81,7,10,40,97,91,5,2,8,5,17,31,80,91,12,3,10,13,12,2,6,11,26,89,4,3,7,3,8,20,30,23,31,22,23,28,9,19,74,4
"Collier, FL",US,26.07,-81.4279,5,9,28,27,19,8,27,22,53,53,85,98,13,9,9,19,28,74,10,11,12,14,17,15,44,32,49,19,18,20,20,36,16,14,10,12,75,18,3,8,6,10,9,8,11,25,6,9,14,19,40,12,11,13,34,10,4,7,7,7,24,20,23,19,19,11,11,27,13,10,33
"Pinellas, FL",US,27.8764,-82.7779,5,7,28,28,12,10,56,9,42,25,66,95,9,8,19,20,76,82,6,8,12,16,18,25,74,12,30,15,18,30,32,36,10,12,13,59,97,36,3,12,8,13,10,10,18,17,4,10,13,15,10,18,10,18,84,8,3,10,5,9,14,16,18,18,14,16,15,19,12,82,6
"Alachua, FL",US,29.7938,-82.4944,6,9,21,56,8,12,25,8,60,47,62,57,11,9,9,21,88,62,6,8,10,17,18,48,71,12,73,24,43,26,88,69,9,11,27,98,95,9,2,8,6,14,15,12,73,8,3,10,13,12,4,10,10,23,86,5,3,9,4,9,15,25,24,35,16,18,26,12,18,75,4
"Nassau, FL",US,30.5927,-81.8224,5,9,21,76,9,12,28,9,75,81,77,60,11,9,10,19,86,62,7,9,11,19,18,50,86,14,86,26,54,28,94,82,9,11,35,96,91,7,3,9,6,17,25,51,87,9,3,11,13,14,3,7,11,31,88,4,3,8,3,9,21,28,24,33,15,21,28,12,19,70,4
"Pasco, FL",US,28.3232,-82.4319,5,9,26,35,12,11,24,8,38,27,42,91,12,10,9,20,56,72,5,8,11,16,20,28,67,11,45,20,26,27,38,59,10,12,18,41,95,20,2,11,7,13,10,9,23,16,4,9,13,15,9,18,9,15,69,7,4,9,5,9,14,20,28,20,21,23,18,17,14,91,7
"Dallas, TX",US,32.7767,-96.79700000000001,73,98,46,9,10,20,14,99,32,16,14,6,7,54,72,63,19,4,6,67,91,98,99,8,5,7,13,14,79,93,98,7,13,42,20,44,11,2,2,2,9,19,14,100,39,1,5,9,77,12,2,7,13,13,9,3,2,6,3,52,98,97,5,11,13,23,99,98,52,3,7
"Tarrant, TX",US,32.7732,-97.3517,54,98,28,0,9,13,15,98,25,10,10,0,0,86,99,98,37,4,5,53,97,99,100,0,0,0,0,9,70,100,99,10,0,81,53,7,15,1,0,0,0,10,12,100,56,0,0,0,56,8,0,0,9,12,9,3,0,7,0,28,100,100,4,9,11,19,100,100,38,0,0
"Montgomery, TX",US,30.3883,-95.6963,8,98,78,11,38,89,17,88,20,22,27,8,8,31,56,67,42,5,8,74,97,90,97,9,9,11,20,21,57,90,97,10,11,24,72,10,9,4,3,4,20,15,22,96,31,4,5,9,54,44,2,28,97,19,10,7,6,6,7,44,83,91,6,43,87,32,63,72,97,5,7
"Middlesex, NJ",US,40.5726,-74.4927,2,4,6,10,100,20,25,16,4,1,91,59,97,17,67,83,100,100,9,20,100,100,86,100,8,2,9,8,46,13,8,5,3,3,4,99,74,100,6,7,8,13,99,34,6,100,82,2,1,42,42,13,6,92,100,30,73,28,18,5,21,28,91,13,55,14,89,5,79,56,6
"Jefferson, CO",US,39.58,-105.2663,6,3,7,6,7,5,47,6,20,14,4,6,6,28,27,10,28,53,14,40,31,24,30,21,11,19,16,34,37,34,24,8,9,54,16,34,6,6,2,2,38,20,5,1,4,1,4,37,44,2,8,6,4,6,6,10,4,6,1,9,18,7,4,6,3,5,6,6,7,3,1
"Multnomah, OR",US,45.5146,-122.5863,96,98,100,97,95,99,99,99,93,87,72,97,72,75,84,100,97,97,87,27,12,28,26,75,69,100,86,67,24,7,6,6,14,88,45,19,18,11,61,97,30,90,39,32,13,98,93,30,14,8,94,95,80,74,99,98,100,94,90,51,98,99,99,97,90,81,94,96,96,39,23
"Polk, OR",US,44.9267,-123.4919,99,100,100,97,99,99,99,98,97,84,74,98,75,74,84,99,93,89,93,64,12,19,24,81,86,99,95,84,28,9,8,10,17,94,73,15,17,10,78,94,62,32,25,18,15,96,90,28,22,8,97,97,83,93,98,99,100,97,89,74,99,99,99,94,77,82,87,92,99,80,41
"Deschutes, OR",US,43.8325,-121.2617,53,54,49,72,70,82,57,70,54,24,20,67,38,19,23,56,62,30,38,15,5,9,5,8,27,56,49,17,11,8,5,6,5,35,9,2,6,3,5,26,14,13,12,4,4,36,50,36,37,5,47,84,23,5,40,44,40,26,41,21,56,56,42,61,39,25,55,34,38,8,14
"McHenry, IL",US,42.3334,-88.2668,9,9,82,91,79,23,20,7,8,12,51,43,13,13,16,17,26,11,23,70,9,8,46,32,4,12,15,86,52,8,8,8,5,7,24,42,35,21,10,5,8,13,39,35,18,16,2,4,99,91,30,9,11,14,16,11,4,13,3,28,84,90,15,19,17,32,11,43,66,17,14
"Lake, IL",US,42.3689,-87.8272,6,6,85,94,75,25,20,6,11,12,43,45,9,12,17,19,34,20,24,75,7,8,53,40,3,9,13,84,51,5,8,6,4,5,24,42,41,22,10,4,7,14,33,32,11,22,3,4,98,93,33,6,9,12,17,8,3,11,3,32,83,91,18,20,21,37,10,50,75,17,15
"Bucks, PA",US,40.4108,-75.2479,4,4,5,12,99,22,25,22,6,3,42,51,83,15,60,66,97,94,13,15,99,98,64,97,11,3,8,9,50,17,8,7,3,4,6,89,53,91,9,10,9,21,93,31,6,95,60,3,1,51,40,13,6,83,96,20,36,52,24,7,21,26,81,11,61,26,66,6,78,51,19
"Hanover, VA",US,37.7772,-77.5161,3,4,7,67,98,18,17,17,6,8,69,47,23,9,31,93,99,94,7,10,91,99,34,84,11,3,7,10,44,81,47,14,3,3,22,96,68,68,13,7,4,12,31,3,4,50,10,1,1,35,18,8,9,92,96,52,2,84,7,7,12,28,66,22,94,21,10,4,87,15,6
"Lancaster, SC",US,34.7253,-80.6771,5,3,7,99,63,11,65,14,21,43,98,51,10,9,17,66,99,80,42,11,23,77,41,70,8,7,82,21,81,94,95,35,5,6,94,96,26,9,7,7,2,48,97,31,99,16,5,3,7,46,5,4,65,86,92,9,2,51,3,5,17,72,91,98,92,28,22,3,68,67,7
"Sullivan, TN",US,36.4933,-82.3452,3,1,9,92,48,14,92,24,16,55,44,56,14,8,88,97,100,92,60,22,96,98,36,95,11,3,12,9,87,71,78,9,3,4,85,84,71,23,67,45,2,75,87,3,5,45,9,1,2,88,11,7,86,98,86,16,5,81,5,4,12,79,60,14,90,79,37,2,82,38,7
"Johnson, IN",US,39.4638,-86.1345,6,3,73,96,56,13,19,12,11,8,33,36,8,12,93,77,31,27,54,97,99,19,81,63,4,6,14,27,74,9,12,5,4,3,96,85,69,23,34,7,7,97,87,7,5,19,4,1,48,96,17,5,71,98,74,8,5,9,5,28,100,98,36,13,10,14,12,22,95,13,10
"Howard, IN",US,40.4483,-86.1345,7,4,61,93,81,22,15,16,9,12,26,62,10,13,72,56,25,32,56,96,93,18,59,56,5,8,19,84,85,10,16,6,5,3,89,88,68,33,21,9,8,93,63,21,6,39,4,2,62,95,25,5,11,59,72,9,5,11,4,31,100,99,45,17,10,19,13,35,93,15,12
"St. Joseph, IN",US,41.6228,-86.3377,8,5,56,96,82,31,33,20,8,8,23,60,11,11,27,32,34,23,38,73,31,14,55,47,14,12,22,88,68,10,24,6,6,5,79,90,59,40,16,9,12,82,30,28,12,59,4,2,84,96,47,7,13,25,64,11,4,13,7,11,88,99,30,18,11,18,13,47,83,30,16
"Knox, NE",US,42.6712,-97.8722,8,20,41,14,13,12,11,36,22,28,55,14,15,12,6,14,11,10,13,18,7,11,26,5,6,17,12,22,26,22,9,11,5,5,13,19,13,16,19,4,7,9,10,5,9,3,2,6,51,26,7,10,22,23,13,19,27,15,3,9,9,7,17,12,5,7,11,61,20,11,11
"Stark, OH",US,40.8685,-81.2519,9,6,13,98,87,35,30,30,9,3,28,33,56,10,90,65,80,53,59,80,98,26,73,81,10,8,24,14,91,16,16,8,5,2,85,96,92,44,21,20,6,88,95,41,7,74,10,3,3,99,71,13,12,97,97,16,9,8,44,5,98,94,79,9,7,61,44,9,90,24,19
"Anoka, MN",US,45.3293,-93.2197,7,32,56,22,15,7,10,5,4,7,47,26,15,8,5,7,8,19,4,39,7,13,32,5,4,22,7,53,13,11,7,14,14,16,18,19,15,13,7,10,15,24,38,7,54,4,6,7,10,9,7,9,22,20,12,16,11,8,6,8,5,8,17,28,17,33,12,48,40,19,18
"Olmsted, MN",US,43.9952,-92.3814,7,77,42,49,19,9,9,7,6,8,36,36,32,8,4,6,5,11,5,51,7,12,41,4,4,32,9,71,23,11,8,42,32,13,21,20,19,18,12,8,13,25,36,6,76,4,3,4,63,83,14,30,27,35,10,19,8,17,9,13,7,7,21,30,28,15,11,36,27,19,15
"Summit, UT",US,40.8298,-110.9984,42,49,43,56,36,28,59,28,24,28,19,10,6,40,12,26,71,78,32,23,25,13,28,23,17,25,80,37,17,17,16,17,28,19,54,21,15,9,9,20,52,14,30,13,13,11,28,66,32,28,17,56,39,32,17,35,24,21,47,26,20,30,25,44,45,11,10,66,17,8,8
"Fairfield, CT",US,41.256,-73.3709,23,23,8,26,94,28,30,32,6,2,47,50,65,47,38,67,98,87,9,44,98,98,35,94,10,24,26,28,81,22,27,26,23,23,26,69,54,87,22,25,22,30,77,56,25,51,30,1,24,53,53,23,7,50,96,61,25,43,41,5,24,31,86,16,20,17,81,7,59,59,7
"Litchfield, CT",US,41.7866,-73.2765,4,4,4,5,91,38,32,17,6,2,19,37,32,21,22,31,85,78,13,28,93,79,16,86,9,4,6,9,83,25,12,6,4,4,3,59,63,87,7,19,7,10,85,62,8,34,14,2,3,50,52,17,5,27,80,39,26,12,32,6,18,26,88,13,14,18,78,8,42,42,8
"Orleans, LA",US,29.9511,-90.0715,4,6,100,12,8,100,28,13,98,15,99,10,9,11,88,99,99,6,16,13,63,84,91,98,9,8,100,21,80,46,99,8,11,8,91,20,13,6,2,6,14,35,37,95,87,5,3,7,11,92,3,84,98,100,14,6,5,11,5,24,98,99,57,92,81,22,39,25,97,92,5
"Pennington, SD",US,43.8901,-102.2548,8,70,18,11,11,10,19,65,10,83,6,8,10,16,10,6,73,61,64,35,15,7,16,6,6,9,7,39,17,11,9,3,2,4,56,64,9,28,3,4,12,6,19,64,3,1,2,6,6,9,6,9,32,18,12,12,7,17,4,18,17,7,8,10,6,6,7,12,14,6,6
"Beadle, SD",US,44.4797,-98.2213,9,13,15,11,8,13,7,19,16,38,24,19,21,8,6,15,18,5,56,60,16,15,13,5,6,24,11,16,18,11,10,14,13,19,34,21,11,15,18,11,18,27,52,14,26,6,10,8,10,14,3,7,26,50,11,14,11,10,2,7,16,8,7,12,12,12,11,53,27,12,12
"Charles Mix, SD",US,43.0985,-98.3965,9,17,44,12,11,12,8,31,21,30,39,19,19,10,6,18,14,7,24,23,17,17,15,6,7,22,14,18,20,15,18,12,5,6,21,24,15,21,18,5,9,10,13,7,15,2,2,6,32,21,5,9,22,21,13,18,25,17,3,10,9,7,8,13,5,7,10,59,15,11,11
"Davison, SD",US,43.7242,-98.2213,9,15,18,12,8,13,8,21,19,28,28,18,15,10,5,16,25,7,31,31,17,19,17,5,8,27,16,14,15,11,14,17,13,16,28,24,17,25,35,10,16,19,34,23,27,3,3,6,14,10,3,8,23,28,11,15,17,16,2,8,11,7,8,13,6,9,10,56,19,12,11
"Minnehaha, SD",US,43.6632,-96.8351,7,35,20,13,7,28,12,9,9,32,46,26,12,8,5,9,13,9,24,32,12,14,15,4,5,28,16,26,14,12,9,20,13,16,34,20,15,15,22,9,15,21,45,30,28,3,2,6,26,38,26,27,28,42,12,18,18,13,2,7,9,7,18,30,26,12,10,52,27,12,11
"Bon Homme, SD",US,42.9815,-97.8722,7,16,28,13,9,12,9,27,20,32,47,16,17,11,5,15,13,7,16,19,14,16,20,5,6,19,13,20,22,18,12,10,4,5,14,20,14,17,25,4,9,10,12,10,17,3,2,7,46,24,4,9,21,23,12,18,26,15,3,9,8,7,18,10,5,7,11,60,19,12,11
"Socorro, NM",US,33.8837,-106.7235,68,12,6,6,7,5,18,4,1,3,5,4,5,7,25,8,5,5,3,2,77,95,23,9,8,8,5,8,9,8,11,11,33,28,7,6,3,1,1,1,3,5,11,4,5,4,6,60,16,6,4,4,13,9,9,6,4,5,2,4,27,3,4,5,4,7,50,20,2,2,6
"Bernalillo, NM",US,35.0178,-106.6291,94,23,12,9,9,6,56,7,2,5,4,4,5,7,59,31,4,5,5,1,90,94,34,7,6,7,7,8,9,9,12,9,63,70,9,8,3,1,1,1,5,3,3,0,2,2,5,45,17,4,6,6,20,13,13,7,5,7,4,5,43,6,5,4,3,33,79,76,3,3,6
"Oakland, MI",US,42.5922,-83.3362,7,5,16,94,69,49,28,19,8,10,17,64,27,14,23,20,40,37,31,60,43,17,28,48,6,9,24,41,72,8,16,8,6,4,28,61,64,42,16,14,9,72,30,17,42,50,4,2,52,96,46,14,11,23,43,28,11,12,14,9,70,99,65,17,12,24,34,9,79,34,9
"Wayne, MI",US,42.2791,-83.3362,7,5,18,96,73,49,30,24,7,9,16,63,27,13,28,31,46,47,45,66,42,16,48,63,5,9,22,35,75,8,14,7,4,2,57,83,74,42,15,15,9,90,33,23,38,55,4,2,37,96,54,11,10,26,47,30,7,10,27,9,87,100,77,27,13,28,30,10,85,34,9
"New Castle, DE",US,39.5393,-75.6674,3,5,7,17,99,18,28,19,6,3,31,77,66,10,49,78,99,93,9,12,98,100,56,93,11,3,8,8,31,19,12,15,4,3,13,88,68,91,13,8,6,28,77,16,5,99,59,4,4,45,32,13,8,92,96,38,9,77,28,7,20,25,61,15,57,13,28,6,85,56,7
