Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20
,Afghanistan,33.93911,67.709953,-16,-12,-16,-19,-13,-14,-20,-26,-28,-26,-16,-12,-18,-21,-21,-25,-26,-27,-19,-15,-18,-22,-20,-13,-17,-23,-20,-24,-28,-27,-22,-22,-23,-16,-23,-24,-20,-22,-19,-18,-10,-7,-5,-13,-21,-18,-23,-20,-14,-17,-18,-14,-10,-12,-9,-10,-5,-5,-9,-12,-14,-15,-12,-9,-13,-14,-18,-20,-13,-10,-9,-11,-14,-16,-14,-6,-6,-7,-7,-6,-8,-8,-3,-5,-10,-9,-9,-10,-9,-2,-4,-9,-12,-7,-6,-4,-6,-7,-5,-2,-1,0,0,-1,-6,-5,-1,-3,-3,-2,-3,-2,-3,0,0,-4,-4,0,-1,0,1,0,-3,-2,-4,-5,-3,-1,-5,-5,-3,-1,0,0,-5,-6,-7,-4,-8,-5,-2,0,-2,-3,-3,-3,-2,1,1,-4,-6,-7,-7,-5,-3,-3,-4,-8,-4,-3,-4,-6,-6,-5,-6,-8,-7,-6,-4,-5,-4,-6,-5,-1,0,0,-1,-4,-4,-9,1,0,-2,-5,-6,-6,-3,-1,0,0,-1,-2,0,1,2,4,5,5,4,1,-3,-4,-7,-6,-5,-3,0,0,-5,-5,-5,-4,-4,-6,0,-3,-4,-1,2,1,-2,-4,0,-4
,Albania,41.1533,20.1683,-3,-7,-5,-5,-2,-9,-11,-11,-7,-4,0,3,3,3,1,0,-1,0,3,0,-5,-5,-5,-2,4,6,7,6,7,5,1,6,6,7,8,1,-3,-5,-1,0,4,8,8,3,3,3,1,1,2,5,4,0,-1,-2,1,4,6,3,2,-1,0,7,8,6,5,4,7,7,6,5,4,6,7,8,7,2,0,1,1,2,4,6,4,0,2,4,6,6,7,6,6,4,2,4,6,6,3,-4,-3,-1,1,4,6,1,3,2,4,5,6,10,12,8,6,6,6,8,9,9,11,11,10,11,11,6,5,9,6,6,8,5,8,10,9,9,7,10,12,12,16,16,14,7,7,11,11,8,8,8,9,10,11,11,10,9,9,10,14,14,14,15,14,13,12,13,14,13,15,15,15,13,12,14,14,16,17,17,18,18,18,17,16,18,17,16,16,17,17,18,14,14,14,16,17,16,12,14,14,14,15,12,12,14,14,15,15,16,17,16,13,13,14,14,16,15,14,15,18,17,16,16,15,16,17,17
,Algeria,28.0339,1.6596,-5,-8,-8,-9,-9,-11,-1,-4,-6,-2,-2,1,-1,-2,-1,3,1,-2,-6,-10,-8,-6,-4,-5,-5,0,-4,-1,-9,-18,-15,-13,-3,0,0,-3,-4,-17,-18,-17,-16,-14,-9,4,-3,-5,-6,-6,-2,-7,-7,-11,-10,-10,-3,-7,-14,-14,-9,-11,-16,-20,-13,-7,-7,-12,-6,-11,-14,-12,-8,-5,-7,-13,-17,-15,-13,-9,-9,-10,-3,-4,-13,-7,0,1,-5,-6,4,0,-7,-11,-12,-6,-8,-8,-9,-6,-6,-6,-6,-4,-4,0,12,8,4,2,12,9,1,-1,-5,-3,0,-5,-5,-6,-10,-5,0,-8,-7,-9,-10,-9,-6,-5,1,-7,-13,-5,-6,-9,-13,-11,-12,-5,-4,-7,-6,-3,6,8,3,4,4,4,4,3,2,-1,0,0,1,-2,2,7,8,5,-6,-9,-12,-2,-2,-4,-3,-5,-7,0,1,0,-2,-3,-2,-5,-4,-3,-3,-3,-2,-1,-2,-3,-2,-1,-1,-4,-1,-2,0,-3,-5,-5,0,1,-1,0,0,4,4,2,0,0,3,-1,-6,-5,-2,0,0,0,-1,-4,-3,-4,7,3,6,1,1,2,6,9
,Andorra,42.5063,1.5218,-4,-3,-3,-2,-8,-4,-3,1,1,0,-10,-14,-11,-10,-7,-1,0,-7,-6,-6,-1,2,3,0,0,1,0,0,-2,4,5,2,3,2,0,-12,-12,-11,-4,0,3,3,2,4,1,0,-1,1,-1,-5,-8,-6,-10,-6,-6,-5,-4,-1,3,3,2,0,-2,1,4,-5,-4,-2,-1,3,-1,4,8,5,4,4,6,6,1,0,0,2,3,1,0,-3,-3,1,0,0,2,3,3,0,-1,-1,3,6,7,6,5,5,5,6,5,6,5,7,10,9,8,6,8,10,9,9,9,6,4,5,8,9,6,8,5,5,9,7,7,10,8,7,8,8,8,7,4,2,5,5,6,10,12,13,14,8,8,11,9,11,12,13,11,13,10,7,11,10,5,5,5,9,7,7,7,9,10,7,9,11,14,9,10,12,15,14,13,11,15,17,18,15,16,11,5,9,11,6,11,16,16,17,17,16,11,11,12,8,7,11,14,15,13,13,17,13,12,14,13,12,13,11,13,13,9,5,5,8,10,15,16,13,12,14
,Angola,-11.2027,17.8739,20,20,20,20,18,19,19,18,18,18,17,16,15,19,17,18,20,19,16,18,19,20,19,20,19,19,18,19,18,18,19,18,19,18,18,18,16,18,19,19,19,18,18,18,20,20,17,17,18,20,19,20,19,19,19,19,20,20,19,17,16,16,17,17,18,19,18,19,20,19,20,20,19,19,20,18,19,18,17,17,19,18,18,19,19,19,18,19,19,18,18,19,20,19,19,19,19,19,18,18,19,19,18,19,20,19,19,19,19,17,16,15,13,13,14,14,14,16,15,11,12,13,13,13,14,14,12,12,14,14,12,12,10,9,7,7,9,11,10,10,9,10,10,10,10,9,12,12,10,7,10,10,10,8,9,10,7,7,8,6,6,5,6,6,5,5,6,6,5,5,1,2,2,1,1,1,2,1,2,4,2,4,6,5,2,1,-1,-2,-1,2,6,7,4,4,1,-3,-3,0,0,2,3,2,1,0,-1,0,2,3,0,0,0,2,5,4,-1,0,-1,-3,-2,1,4,3,0,0
,Antigua and Barbuda,17.0608,-61.7964,23,23,23,22,22,22,21,22,23,22,22,22,22,21,22,21,21,22,22,22,22,21,21,22,23,22,22,21,22,22,22,22,22,22,21,21,22,22,22,21,22,21,22,22,21,22,22,22,22,21,21,21,21,21,20,22,22,22,21,21,22,21,20,21,22,21,21,21,20,20,21,21,21,22,21,21,20,20,22,21,21,21,22,22,22,21,21,21,22,21,21,21,20,21,22,22,23,23,23,23,23,23,23,23,23,22,22,22,23,23,22,23,23,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,22,23,23,23,23,24,24,24,23,23,23,24,24,24,23,23,23,23,23,24,23,23,24,23,23,23,24,24,24,24,24,23,23,24,24,24,25,25,25,24,24,24,25,25,24,23,24,24,25,24,24,24,25,25,24,24,24,24,25,24,24,23,23,23,23,24,24,23,24,24,25,24,24,25,25,25,25,24,25,25,25,24,23,23,25,25,25,24,24
,Argentina,-38.4161,-63.6167,16,14,10,13,15,11,1,0,8,-3,-2,0,6,12,7,-14,-12,-5,8,9,12,10,11,15,7,2,2,0,7,3,-1,4,10,5,15,17,10,17,13,14,7,5,4,11,15,4,-1,0,10,0,-4,-5,3,3,7,2,0,1,0,5,10,10,7,9,5,9,14,10,-4,3,9,16,15,17,-3,4,7,16,12,5,3,8,13,13,11,10,9,15,16,12,12,11,11,4,4,4,3,-8,-10,-4,4,5,9,6,0,2,5,10,9,0,-1,-1,4,12,10,8,5,12,11,6,6,7,8,9,4,4,0,-1,3,2,0,-2,-2,0,0,4,5,-2,5,8,5,3,-1,-3,-2,0,0,2,4,6,4,-1,-2,-1,5,5,4,5,2,1,-4,-1,4,-4,-10,-11,-7,1,6,0,-4,-2,-4,-1,1,1,-4,-2,0,-1,2,4,2,1,1,0,-2,-1,0,0,-5,-3,-7,-10,-12,-9,-2,0,2,5,5,6,5,4,3,-1,-2,-3,-7,-6,-5,-5,-1,1,0,6,8,7,-4,-3,5,5,-10,-12
,Armenia,40.0691,45.0382,-13,-13,-12,-11,-14,-15,-14,-14,-13,-14,-17,-15,-14,-18,-17,-15,-16,-19,-13,-14,-17,-18,-16,-18,-22,-17,-17,-15,-14,-12,-10,-11,-16,-15,-12,-10,-8,-7,-9,-21,-23,-24,-20,-15,-19,-20,-14,-12,-11,-9,-6,-8,-8,-7,-7,-10,-20,-15,-13,-7,-5,-8,-9,-12,-13,-12,-7,-5,-11,-15,-9,-6,-5,-1,-2,-2,-2,-3,-5,-6,-6,-8,-10,-6,-4,-5,-5,-2,-2,-5,-7,-4,-3,-5,-3,-6,-1,-4,-11,-8,-4,-4,-8,-14,-11,-5,-3,-4,-1,-2,0,1,0,-4,-2,0,-5,-3,-3,-5,-2,0,-1,0,1,3,0,1,1,1,-6,-6,-1,-2,0,0,-2,-2,-2,-3,-5,2,0,4,5,0,-1,-1,1,0,-6,-5,0,1,0,-3,-1,-4,2,2,4,3,3,0,-2,0,1,5,6,6,4,3,4,4,2,6,10,9,8,3,5,5,6,7,8,7,2,2,3,8,10,11,10,10,9,8,9,7,7,7,6,10,13,11,11,10,7,0,6,8,12,11,9,8,9,8,6,4,4,4,4,3,8,10
Australian Capital Territory,Australia,-35.4735,149.0124,5,8,10,9,11,12,14,15,14,14,12,9,8,13,14,15,14,13,13,14,11,10,8,7,11,10,11,10,12,10,11,14,15,5,1,9,13,12,13,12,16,16,16,17,17,17,15,15,16,8,8,11,11,12,13,13,10,5,4,11,10,8,11,13,15,14,11,10,10,9,10,9,9,6,3,7,7,8,10,8,8,7,6,9,10,6,9,8,11,13,10,10,12,9,8,4,7,7,8,8,9,4,1,7,8,9,3,3,4,5,5,4,3,7,5,8,5,9,11,5,1,1,1,1,3,3,5,7,5,-1,0,0,2,3,1,3,4,5,6,7,2,1,1,2,3,4,4,4,4,3,5,3,0,0,0,0,0,0,0,3,5,4,4,6,4,4,4,3,2,3,6,3,0,0,2,1,0,0,0,1,2,3,4,0,0,2,1,1,1,2,2,3,2,3,3,1,0,1,1,2,-2,0,0,0,0,1,6,6,5,4,2,1,0,0,0,0,-3,-3,1,4,4,1,0,3
New South Wales,Australia,-33.8688,151.2093,16,17,20,20,16,17,20,20,19,20,17,15,16,18,18,20,19,18,18,20,17,20,19,20,21,22,22,22,19,19,22,22,22,19,13,15,18,18,19,19,20,20,21,20,18,18,19,19,21,15,14,16,17,16,18,19,19,16,14,16,19,16,17,19,20,20,17,15,15,14,14,14,14,14,13,15,14,14,15,16,16,16,14,15,17,15,14,15,18,17,17,18,18,17,14,8,11,13,14,15,15,9,5,13,15,15,10,8,13,12,12,11,10,12,13,12,15,16,17,14,4,4,6,8,12,11,10,13,12,2,3,7,6,11,11,11,10,12,12,13,12,8,9,10,12,13,12,11,11,12,11,9,4,6,7,7,7,9,10,11,13,13,13,13,11,7,9,10,9,10,10,10,5,4,7,7,7,9,8,9,9,8,10,5,3,6,7,8,9,9,11,11,9,9,10,9,7,10,9,7,1,4,6,7,9,10,13,13,12,10,9,7,8,5,6,4,-2,0,9,11,8,10,9,10
Northern Territory,Australia,-12.4634,130.8456,25,25,25,24,25,25,24,25,25,25,24,25,25,26,26,26,26,26,26,25,25,25,26,25,26,25,26,27,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,27,27,26,26,26,25,26,26,26,26,26,26,26,25,25,26,26,25,24,25,25,25,24,24,25,24,25,25,25,23,24,24,24,24,24,23,24,25,24,24,24,24,25,24,24,24,25,25,25,25,25,23,23,24,22,23,24,23,24,24,24,24,25,25,24,23,22,23,23,22,22,22,23,23,20,13,11,15,18,19,20,20,21,21,18,18,18,21,20,21,21,19,22,22,19,18,15,7,10,18,19,18,21,19,21,21,19,11,12,11,15,19,20,17,19,21,20,20,21,21,18,16,19,19,20,18,14,15,17,15,15,18,19,19,18,18,19,20,17,12,13,12,15,16,19,19,20,9,6,15,16,15,16,18,17,15,8,10,16,17,14,11,7,4,5,9,15,14,17,20,20,21,19,12,18,19,21,22
Queensland,Australia,-27.4698,153.0251,19,20,18,18,18,20,19,19,19,20,21,20,18,19,20,21,21,21,21,23,22,23,24,24,23,21,20,21,22,21,21,21,20,21,20,19,20,21,22,21,22,22,22,21,21,22,22,21,22,23,20,20,19,19,20,20,21,21,21,20,19,19,20,21,20,22,21,19,19,18,16,17,16,16,15,14,15,15,16,17,18,20,20,18,17,17,17,18,18,18,19,18,19,19,20,15,15,16,17,16,18,15,9,15,15,16,17,15,13,7,13,15,16,15,16,15,16,17,17,18,3,3,4,7,12,14,15,14,15,14,9,10,12,14,10,13,13,14,14,15,16,6,4,6,9,8,11,14,14,13,13,14,1,2,8,11,10,12,11,11,15,15,14,15,18,15,14,12,13,13,13,13,6,4,4,5,8,10,12,10,11,11,11,11,2,-3,5,8,11,13,13,14,13,8,3,4,2,5,9,9,6,7,10,11,14,15,14,8,6,8,9,9,11,10,10,9,7,8,14,12,4,5,9,12
South Australia,Australia,-34.9285,138.6007,10,11,4,14,10,10,12,11,10,16,11,12,11,13,14,11,9,12,13,14,12,12,11,12,15,15,14,13,9,4,20,18,13,11,7,11,13,16,18,16,17,16,16,19,17,15,14,12,14,10,11,11,11,10,12,14,12,10,13,13,14,11,9,12,13,13,11,11,10,12,14,14,14,7,8,9,8,8,10,14,11,11,6,9,10,9,10,7,10,11,13,12,12,13,10,12,12,12,10,11,12,10,7,4,2,12,10,11,11,12,12,12,13,13,13,13,10,12,10,8,10,12,8,8,7,4,9,12,8,8,8,8,7,5,4,4,7,8,8,8,7,10,10,8,5,5,10,10,7,6,9,7,11,8,5,5,6,6,3,2,2,3,5,7,10,12,12,9,7,7,9,9,9,10,9,8,8,6,4,4,3,5,7,8,9,9,6,5,5,4,6,7,8,8,7,5,6,7,6,8,7,6,6,5,5,7,8,8,3,6,8,7,6,6,8,3,1,1,4,8,7,7,8,10
Tasmania,Australia,-42.8821,147.3272,7,9,12,8,5,9,11,10,12,12,5,8,10,13,15,12,5,6,10,11,11,11,12,9,12,11,8,11,13,8,11,16,7,4,5,8,11,11,11,10,13,16,13,11,16,12,7,6,8,8,8,6,7,10,11,11,7,7,6,10,10,8,8,10,15,12,9,7,7,8,9,11,12,6,9,8,9,12,11,12,10,7,7,6,7,5,8,11,12,10,8,11,13,12,9,2,5,7,7,7,8,8,8,10,12,9,4,4,7,8,6,6,8,9,10,6,8,8,10,9,7,7,5,8,7,7,7,8,7,4,8,8,3,7,8,5,7,7,8,8,4,5,5,6,4,2,5,7,9,6,6,6,6,3,4,5,2,3,4,3,5,4,4,7,7,8,5,2,2,4,7,7,11,10,10,9,3,4,3,5,4,5,6,4,6,7,6,2,1,2,3,4,5,2,2,4,5,2,2,6,3,6,5,5,4,4,3,4,5,3,4,6,6,4,2,2,4,4,2,3,2,1,1,4
Victoria,Australia,-37.8136,144.9631,9,11,11,8,9,12,15,14,16,15,10,11,12,15,15,13,12,15,17,16,12,12,12,9,12,15,12,12,13,7,12,19,12,7,6,10,14,17,16,15,16,18,18,19,20,17,15,15,16,12,11,10,10,15,16,16,10,7,12,12,13,10,9,13,16,13,12,12,10,11,13,12,10,6,9,9,11,11,13,12,10,10,8,8,8,11,12,11,12,12,11,10,14,13,10,8,8,8,10,10,12,8,9,8,10,10,8,9,7,9,7,10,9,11,11,11,7,7,12,7,6,7,7,9,9,9,9,9,7,5,7,6,7,5,5,6,5,7,9,8,7,6,8,8,6,5,8,9,8,7,7,7,8,6,5,4,6,5,3,2,6,4,4,8,9,10,10,6,6,9,9,6,6,9,10,8,5,5,3,2,5,7,5,5,7,8,8,7,5,6,7,7,8,8,7,6,5,4,4,4,6,6,6,4,2,1,5,8,8,7,5,3,5,5,5,2,4,4,3,8,7,5,4,8
Western Australia,Australia,-31.9505,115.8605,14,14,8,2,7,11,13,15,12,7,9,14,14,17,17,18,18,13,12,14,15,13,15,14,16,17,16,16,17,13,9,10,10,12,12,15,19,18,17,10,9,14,17,18,18,19,15,13,12,16,15,12,17,18,19,20,20,19,19,19,16,10,11,9,11,18,17,18,16,13,14,15,14,17,18,16,15,11,11,13,16,16,14,12,12,16,18,14,12,11,13,14,14,7,7,8,8,13,14,16,17,14,20,14,13,11,9,12,13,13,15,16,15,14,15,13,13,10,4,3,3,2,6,17,14,9,11,9,5,6,10,11,9,5,7,12,11,8,6,8,7,6,2,4,11,10,11,14,13,10,13,12,10,9,9,11,9,11,6,4,5,15,12,11,12,11,7,7,10,7,5,4,4,12,9,8,11,14,14,11,12,9,7,7,6,7,12,10,9,7,5,4,3,14,10,10,13,9,9,7,6,7,11,10,7,7,15,13,11,10,9,11,8,9,8,7,9,7,6,5,9,11,11,10
,Austria,47.5162,14.5501,-9,-8,-6,-3,-6,-11,-7,-6,-1,-2,-3,-9,-12,-10,-9,-3,-2,-3,-5,-7,-9,-10,-8,-7,-5,-2,-3,-3,-7,-5,1,0,1,0,-3,-7,-11,-11,-7,-6,-3,-3,-7,-5,-3,-3,-4,-1,-3,-4,-5,-7,-7,0,0,0,-4,-7,-7,-7,-2,-1,-2,-5,-6,-1,-3,-5,-4,-2,2,1,-1,-4,-7,-7,-1,1,1,2,0,-8,-14,-12,-11,-7,-2,-1,0,-6,-10,-9,-7,-4,-2,-3,-1,-3,-8,-2,1,2,3,-3,-8,0,2,5,6,2,-2,-2,-2,0,1,0,5,5,5,2,4,2,0,1,4,-1,-1,0,7,8,5,0,4,5,3,3,5,6,8,8,6,5,9,3,4,3,2,3,3,3,1,5,6,6,7,7,8,9,5,8,9,6,5,8,11,10,9,11,8,7,8,8,9,10,7,10,11,12,14,13,10,15,12,11,8,10,11,5,5,9,11,11,5,4,6,10,9,8,7,10,11,10,13,11,12,10,10,10,13,15,15,14,10,12,14,10,7,12,11,11,11,13,15,14
,Azerbaijan,40.1431,47.5769,0,0,2,2,-2,-2,0,-4,0,-1,0,-3,0,-6,0,2,0,-4,0,-1,-3,-6,-8,-12,-11,-13,-8,-9,-8,-7,-5,1,-2,-5,-8,-4,-4,-4,0,-11,-14,-12,-17,-11,-9,-4,-7,0,-3,-5,1,4,5,5,5,-6,-4,-5,-7,0,1,3,4,5,6,7,4,3,2,4,4,5,6,6,10,5,2,1,3,5,6,5,4,5,4,1,3,6,3,5,3,8,8,7,8,8,8,2,1,0,2,3,1,4,7,7,7,9,10,11,9,2,4,5,6,6,3,5,7,7,10,12,12,13,11,15,13,11,12,11,7,8,11,12,11,14,10,9,10,11,12,17,14,8,9,10,11,12,14,15,13,11,14,16,15,15,15,13,11,12,11,11,14,11,9,10,10,16,12,8,8,14,15,14,13,15,14,12,11,12,11,12,14,14,11,8,7,9,13,15,19,19,17,18,19,19,16,15,17,20,20,20,20,18,16,19,18,18,15,20,19,16,17,19,19,16,15,14,14,12,11,18,14,16
,Bahamas,25.025885,-78.035889,22,20,20,22,22,17,15,16,16,18,21,22,22,21,20,19,18,19,17,18,19,16,14,17,18,18,17,18,19,19,20,18,21,14,14,17,19,21,21,20,20,21,22,22,21,21,21,20,20,22,22,21,21,17,15,17,20,21,19,14,10,12,15,19,21,22,21,15,13,16,17,18,19,20,21,19,19,19,19,20,20,19,19,19,20,20,21,20,20,21,21,21,21,16,15,17,18,20,21,21,22,23,22,24,23,23,23,23,23,23,23,24,21,21,24,24,24,22,19,21,23,22,19,19,20,20,22,21,18,21,22,22,20,21,22,22,23,23,24,23,23,24,23,23,23,24,25,25,24,22,23,23,23,23,23,24,25,25,25,24,24,24,22,23,23,23,23,23,23,25,24,24,24,25,25,25,25,25,25,24,25,24,24,24,24,24,24,25,25,25,24,25,24,24,24,24,25,25,25,24,25,24,25,25,25,25,24,25,25,25,24,25,24,25,26,25,25,25,25,25,25,25,24,25
,Bahrain,26.0275,50.55,15,14,17,16,15,12,12,12,14,16,9,7,4,6,11,11,13,14,13,14,13,13,11,8,8,5,8,10,9,9,11,12,10,9,9,12,13,12,13,15,11,7,4,7,10,12,13,14,14,13,14,14,14,16,16,17,14,12,13,13,14,14,12,11,13,12,12,13,14,14,15,14,14,15,15,17,17,18,18,17,18,16,9,11,13,15,16,17,18,15,14,15,15,17,17,17,16,16,17,18,18,19,19,16,17,18,18,18,20,20,19,19,20,21,20,20,18,18,19,21,21,22,21,19,19,19,20,19,20,21,20,19,17,18,19,20,20,21,21,21,22,22,22,23,24,23,22,24,23,24,24,24,25,24,24,24,23,22,23,24,24,24,23,24,23,24,22,23,23,23,23,24,23,22,23,24,24,24,23,24,25,25,27,27,25,24,25,25,27,26,26,27,26,27,27,26,27,25,26,28,27,29,29,29,28,29,28,28,29,29,28,29,30,30,30,26,26,27,26,26,26,26,26,26
,Bangladesh,23.685,90.3563,14,16,15,16,15,10,10,12,14,14,14,14,13,13,14,14,15,15,15,13,10,10,11,9,9,10,11,12,14,15,15,10,8,4,7,8,10,8,7,9,7,9,9,8,11,15,14,13,13,13,14,14,12,13,16,17,16,15,13,13,13,15,16,17,17,18,18,18,15,11,12,15,17,16,17,16,14,14,12,13,13,17,17,16,17,17,16,17,14,8,9,11,20,21,19,20,16,16,21,21,20,20,18,21,22,21,23,24,22,23,21,20,21,20,22,22,21,21,21,22,22,22,22,23,24,23,22,21,22,22,23,21,23,23,24,25,25,23,25,24,24,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,25,25,25,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,26,26,25,25,26,26,26,27,27,26,26,26,26,26,26,26,27,26
,Barbados,13.1939,-59.5432,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,21,20,21,21,21,21,20,19,21,21,21,21,21,20,20,19,20,20,19,20,20,20,20,20,20,19,20,20,21,21,20,19,19,20,21,21,20,20,20,19,19,19,19,20,19,19,19,19,19,20,19,19,20,20,21,20,19,19,20,20,20,20,20,20,19,19,19,20,20,20,19,18,19,20,21,22,22,22,21,21,21,21,21,20,21,20,21,21,20,20,20,21,21,22,21,21,21,20,21,21,21,21,22,22,22,22,22,22,21,21,21,22,21,21,20,21,22,21,21,22,22,22,22,21,22,21,22,22,22,22,22,21,21,22,22,22,22,22,21,22,22,22,22,22,21,22,22,22,22,23,23,23,23,23,22,22,23,23,23,23,22,22,23,22,22,22,22,23,23,22,22,22,23,23,22,22,22,22,22,22,21,22,22,22,22,23,23,23,24,23,23,23,22,22,23,23,22,22,23,23,24,23,23,23
,Belarus,53.7098,27.9534,-4,-1,-6,-1,-4,-7,-3,-4,0,0,0,-3,0,0,-2,-1,-2,-5,-4,-3,-2,0,-5,-3,-1,-2,-3,-2,-1,-2,-1,0,3,-1,-4,-14,-7,-17,-7,-5,-4,0,-1,-1,-2,-4,-3,0,1,0,-1,-2,-2,-1,-3,-3,1,0,-5,-3,-1,2,3,4,3,0,2,2,0,1,0,1,-1,-5,-12,-11,0,0,3,-4,-2,-12,-14,-14,-12,-10,-10,-5,-1,-10,-17,-6,-2,-3,-3,-5,-4,-7,0,0,-4,-10,-13,-5,-2,1,-5,-4,-4,-4,-2,-2,-2,0,3,-6,-2,0,3,1,1,8,8,7,7,8,2,-3,1,3,8,3,0,-1,-2,1,3,3,4,2,0,2,2,2,7,8,6,10,8,10,10,3,7,8,8,9,13,14,16,16,17,18,18,14,11,17,18,17,17,17,18,17,16,16,15,14,15,15,17,16,15,13,16,17,15,14,17,12,10,9,13,16,10,9,10,10,10,11,11,12,14,14,9,9,9,13,15,16,17,16,11,11,11,10,12,13,15,15,14,15,16,16,13,10
,Belgium,50.8333,4.469936,-1,1,5,1,2,0,3,8,9,4,0,2,4,5,5,4,4,0,0,0,-4,-3,-2,-5,-4,1,5,1,0,4,8,8,7,6,2,0,0,-2,4,5,3,0,0,2,3,5,8,4,2,2,4,0,2,7,4,3,0,0,0,5,1,3,0,1,4,3,1,5,3,8,9,3,2,2,5,5,0,4,4,4,0,-6,-10,-13,-13,-9,-1,1,-6,-6,-3,-6,-1,1,0,1,3,7,5,7,6,2,4,-3,0,4,6,7,7,1,0,2,2,4,3,3,4,8,8,6,6,5,4,7,1,0,2,5,7,11,-2,-1,0,-3,0,1,3,6,7,10,11,12,4,7,9,8,8,4,4,4,4,8,8,9,9,7,4,7,9,9,9,12,12,13,12,13,13,13,13,12,10,12,11,12,13,13,16,16,11,9,11,15,12,11,12,14,9,9,12,14,12,9,9,9,11,10,12,13,15,12,10,8,8,8,12,14,13,12,12,10,10,11,17,13,10,8,8,9,12,12,17,17,19,18
,Belize,17.1899,-88.4976,22,21,22,22,21,17,18,19,19,21,23,23,23,23,22,22,22,22,22,21,21,18,16,19,20,20,19,20,21,22,22,23,23,18,18,22,23,23,22,22,22,22,22,22,22,22,22,21,21,23,23,23,21,21,18,17,22,23,18,16,16,19,22,23,23,23,22,19,20,21,21,21,21,21,21,22,21,21,22,22,22,22,22,20,22,22,23,23,23,22,23,23,23,23,22,22,23,23,23,23,23,24,24,24,25,23,23,23,23,24,25,24,24,25,25,24,24,23,22,23,24,22,22,23,23,23,24,24,24,25,24,23,24,24,25,25,25,26,25,25,25,25,25,25,25,26,27,26,25,24,24,25,24,25,25,24,24,24,24,26,27,26,24,23,23,23,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,25,24,23,24,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,24,25,25,24,25,25,24,24,24,25,25,25,25,24
