Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20
,North Macedonia,41.6086,21.7453,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Norway,60.472,8.4689,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-9,-9,-7,-7,-7,-6,-6,-6,-6,-5,-5,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-11,-11,-11
,Romania,45.9432,24.9668,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-3,-2,-2,-1,-1,-1,-1,-1,-2,-1,-2,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,0,0
,Denmark,56.2639,9.5018,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
,Estonia,58.5953,25.0136,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Netherlands,52.1326,5.2913,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
,San Marino,43.9424,12.4578,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,4,3,2,2,2,3,3
,Belarus,53.7098,27.9534,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Montreal, QC",Canada,45.5017,-73.5673,-9,-9,-9,-8,-8,-8,-7,-6,-6,-7,-12,-7,-7,-6,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-8,-9,-10,-10,-11,-11,-9,-8,-8,-8,-8,-9,-9,-9,-9,-6,-5,-3,-3,-3
,Iceland,64.9631,-19.0208,-8,-8,-8,-9,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-10,-9,-8,-8,-8,-8,-9,-9,-10,-9,-10,-10,-10,-10,-10,-10,-10,-10,-11,-11,-12,-12,-13
,Lithuania,55.1694,23.8813,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mexico,23.6345,-102.5528,4,5,5,5,6,7,7,7,7,7,6,3,3,3,3,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0
,New Zealand,-40.9006,174.886,12,12,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,15,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,14,14,13
,Nigeria,9.082,8.6753,6,6,5,4,1,0,0,-2,-3,-4,-4,-5,-5,-5,-5,-5,-5,-4,-3,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2
Western Australia,Australia,-31.9505,115.8605,15,15,15,16,16,16,17,17,16,15,15,15,15,15,15,16,17,17,17,13,13,13,13,15,17,17,17,17,17,17,17,17,17,17,18,18,19,19,19,18,18,18,18,18,18,18,18
,Ireland,53.1424,-7.6921,2,2,3,3,3,3,1,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,1,1,1,1,0,0,0,0
,Luxembourg,49.8153,6.1296,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3
,Monaco,43.7333,7.4167,2,3,4,4,4,5,5,5,4,4,4,4,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4
,Qatar,25.3548,51.1839,10,10,10,9,8,8,9,9,9,8,8,8,8,8,8,8,7,7,8,8,8,7,7,8,9,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10
"Snohomish County, WA",US,48.033,-121.8339,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
,Ecuador,-1.8312,-78.1834,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,15,15,15,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16
,Azerbaijan,40.1431,47.5769,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,5,5
,Czech Republic,49.8175,15.472999999999999,-1,-2,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Armenia,40.0691,45.0382,-14,-14,-14,-15,-15,-15,-15,-15,-14,-14,-14,-14,-14,-14,-14,-13,-12,-11,-11,-11,-11,-11,-11,-13,-14,-14,-13,-12,-12,-12,-12,-12,-12,-10,-9,-9,-9,-9,-8,-7,-7,-7,-7,-7,-8,-8,-8
,Dominican Republic,18.7357,-70.1627,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18
,Indonesia,-0.7893,113.9213,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,Portugal,39.3999,-8.2245,4,5,5,7,7,7,7,7,7,7,7,7,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6
,Andorra,42.5063,1.5218,-8,-8,-8,-8,-4,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,-6,-6,-6,-6,-6,-6,-6,-6,-4,-4,-4,-4
Tasmania,Australia,-41.4545,145.9707,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,9,10,9,9,9,9,9,9,8,8,8,8,7,5,5,5,5,4,5,5,5,7,7,7
,Latvia,56.8796,24.6032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
,Morocco,31.7917,-7.0926,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2
,Saudi Arabia,24.0,45.0,-1,-1,-1,-1,-1,-3,-3,-3,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-3,-2,0,0,0,0,0,0,-2,-2,-3
,Senegal,14.4974,-14.4524,-12,-12,-10,-9,-8,-7,-7,-7,-7,-7,-7,-7,-5,-5,-7,-9,-10,-10,-10,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-10,-14,-14,-14
"Grafton County, NH",US,43.9088,-71.82600000000001,-8,-8,-10,-8,-8,-8,-8,-6,-10,-11,-11,-11,-10,-7,-6,-6,-6,-6,-6,-7,-7,-7,-7,-6,-6,-6,-7,-7,-8,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-7,-6,-5,-5
"Hillsborough, FL",US,27.9904,-82.3018,17,17,17,17,16,16,14,13,10,10,10,10,10,9,10,10,12,10,10,10,12,12,13,14,14,14,16,17,18,19,19,19,19,19,19,19,18,18,18,14,13,11,11,11,11,11,11
"Placer County, CA",US,39.0916,-120.8039,0,0,0,0,0,0,1,2,2,3,4,4,4,4,4,4,3,1,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,0,0,0
"San Mateo, CA",US,37.563,-122.3255,5,5,5,5,6,6,6,8,8,8,8,9,9,9,9,9,8,8,7,7,6,6,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6
"Sarasota, FL",US,27.3364,-82.5307,18,18,18,18,17,16,16,13,12,12,12,12,12,12,12,12,13,12,12,12,13,13,14,15,16,16,17,18,19,20,20,20,20,20,20,20,19,19,19,15,14,13,13,13,13,13,13
"Sonoma County, CA",US,38.578,-122.9888,4,4,4,4,4,4,5,7,7,7,8,8,8,8,8,8,8,8,6,5,5,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4
"Umatilla, OR",US,45.775,-118.7606,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-1,-1,0
"Fulton County, GA",US,33.8034,-84.3963,2,1,1,6,1,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,6,7,7,6,4,4,4,5,5,5,4,4,4,4,4,4,4,4,0,0
"Washington County, OR",US,45.547,-123.1386,4,4,4,4,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,6,6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,4,4
,Argentina,-38.4161,-63.6167,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,8,7,6,6,6,5,5,4,3,3,3,4,5,5,5,7,7,9
,Chile,-35.6751,-71.543,9,9,10,10,10,11,11,11,11,11,11,11,11,9,9,9,9,8,7,8,8,8,8,7,7,8,8,9,9,7,7,9,10,11,11,10,8,8,8,10,10,10,10,10,10,10,10
,Jordan,31.24,36.51,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4
" Norfolk County, MA",US,42.1767,-71.1449,-5,-5,-5,-3,-3,-3,-3,-4,-5,-9,-9,-6,-5,-4,-3,-3,-3,-2,-2,-3,-3,-3,-3,-2,-2,-2,-3,-3,-2,-5,-6,-6,-7,-7,-6,-6,-6,-6,-7,-7,-7,-7,-6,-6,-6,-3,-3
"Maricopa County, AZ",US,33.2918,-112.4291,0,0,2,2,2,4,4,4,4,4,3,2,2,2,0,0,-2,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,0,0,1,2,2,3,3,1
"Wake County, NC",US,35.8032,-78.5661,3,3,3,6,6,3,2,0,0,0,0,0,0,0,0,2,2,3,2,2,2,3,6,6,6,6,6,6,7,6,6,5,0,0,4,4,4,0,0,0,0,0,0,0,0,2,2
"Westchester County, NY",US,41.122,-73.7949,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5,-5,-3,-3,-3,-3,-2,-1,0,0,-1,-1,0,0,0,0,0,0,-2,-2,-2,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2
,Ukraine,48.3794,31.1656,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,2
,Saint Barthelemy,17.9,-62.8333,22,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"Orange County, CA",US,33.7879,-117.8531,7,7,7,7,7,8,8,8,8,8,8,8,8,8,7,7,2,2,2,2,2,1,1,2,3,4,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
,Hungary,47.1625,19.5033,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
Northern Territory,Australia,-12.4634,130.8456,26,26,26,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
,Faroe Islands,61.8926,-6.9118,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2
,Gibraltar,36.1408,-5.3536,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
,Liechtenstein,47.14,9.55,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-3,-4,-4,-4,-4,-5,-5,-4,-4,-3,-3,-3,-3,-3,-3,-4,-3,-3,-4,-4,-4,-4,-4,-4
,Poland,51.9194,19.1451,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Tunisia,34.0,9.0,5,5,5,5,5,5,5,5,4,4,5,5,5,6,6,5,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2
"Contra Costa County, CA",US,37.8534,-121.9018,2,2,2,2,3,3,4,5,5,6,6,7,7,7,7,7,6,5,5,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,3
,Palestine,31.9522,35.2332,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,Bosnia and Herzegovina,43.9159,17.6791,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,-2,-2,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-5,-5,-6,-6,-6,-3,-2,-6,-2,-2,-2
,Slovenia,46.1512,14.9955,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,1,0,1,1,1
"Bergen County, NJ",US,40.9263,-74.077,-2,-2,-2,-2,-2,-2,-2,-2,-3,-5,-5,-3,-2,-2,-2,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-3,-2,-2,-2
"Harris County, TX",US,29.7752,-95.3103,13,13,13,12,9,12,12,12,11,9,9,8,8,8,9,9,8,8,8,8,8,8,8,8,8,9,11,11,11,11,11,11,11,11,11,11,10,9,9,9,10,10,10,10,9,9,9
"San Francisco County, CA",US,37.7749,-122.4194,5,5,5,5,5,5,6,8,8,8,9,9,9,9,9,9,9,9,7,7,6,6,5,5,5,5,5,5,5,6,6,5,5,5,6,6,6,6,6,6,5,5,5,5,5,6,6
,South Africa,-30.5595,22.9375,7,7,6,5,5,5,4,4,3,3,3,3,3,4,4,5,5,8,9,9,9,9,9,9,9,10,10,11,14,15,15,15,9,7,8,9,14,14,14,15,14,14,12,12,12,10,10
"Clark County, NV",US,36.0796,-115.094,-4,-4,-4,-2,-1,-1,-1,-1,-1,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-5,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-4,-4,-1,-1
"Fort Bend County, TX",US,29.5693,-95.8143,14,14,14,12,10,12,12,12,11,10,9,7,7,7,9,9,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
"Grant County, WA",US,47.1981,-119.3732,-3,-3,-3,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-5,-5,-4,-4,-4,-3,-2
"Santa Rosa County, FL",US,30.769000000000002,-86.9824,14,14,14,14,8,6,6,6,6,6,6,6,5,6,6,6,7,7,7,7,8,8,9,10,10,10,10,14,14,14,14,12,12,12,14,14,12,9,7,7,7,7,7,7,7,6,6
"Williamson County, TN",US,35.9179,-86.8622,2,2,2,4,2,1,1,0,0,0,0,1,1,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,1,1,1,1,1,1,1
"New York County, NY",US,40.7128,-74.006,-2,-2,-2,-2,-2,-2,-2,-2,-3,-4,-4,-3,-2,-2,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-1,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-2,-2,-2
"Unassigned Location, WA",US,47.7511,-120.7401,-6,-6,-6,-3,-3,-3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-3,-3,-3,-2,-2
"Montgomery County, MD",US,39.1547,-77.2405,-3,-3,-3,0,0,-1,-1,-1,-3,-3,-3,-3,-2,-1,-1,-1,0,0,0,-1,0,0,0,2,2,2,2,2,2,0,-1,-2,-3,-3,-2,-2,-2,-3,-5,-5,-5,-5,-5,-5,-5,-2,-2
"Suffolk County, MA",US,42.3601,-71.0589,-4,-4,-4,-2,-2,-2,-2,-3,-4,-7,-7,-5,-4,-3,-3,-3,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-3,-3,-3,-3,-5,-5,-6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-2,-2
"Denver County, CO",US,39.7392,-104.9903,-11,-11,-11,-11,-11,-11,-10,-10,-9,-8,-8,-8,-8,-8,-8,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7,-7,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-11,-11,-11,-11,-11,-11,-11,-9
"Summit County, CO",US,39.5912,-106.064,-15,-15,-15,-15,-14,-14,-12,-12,-12,-12,-12,-10,-10,-10,-10,-12,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-12,-13,-13,-13,-13,-13,-13,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-13,-12
,Bhutan,27.5142,90.4336,-4,-5,-6,-6,-6,-5,-5,-5,-5,-5,-5,-6,-6,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
,Cameroon,3.8480000000000003,11.5021,20,20,20,20,19,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,21,21,21,21,21,21,21,21,21
"Calgary, Alberta",Canada,51.0447,-114.0719,-21,-21,-21,-21,-21,-16,-8,-8,-8,-7,-7,-6,-6,-6,-7,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-7,-7,-7,-7,-5,-5
,Colombia,4.5709,-74.2973,9,9,9,10,10,11,12,13,13,13,13,13,13,13,13,13,13,12,12,12,11,10,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,12,13,13,13,13,14,14,14,14,14
,Costa Rica,9.7489,-83.7534,15,15,15,15,15,15,15,16,16,16,16,16,16,16,15,16,16,15,15,15,15,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13
,Peru,-9.19,-75.0152,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,23,23,23,23,24,24,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23
,Serbia,44.0165,21.0059,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Slovakia,48.669,19.699,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2
,Togo,8.6195,0.8248,9,8,6,5,5,5,5,3,3,0,-1,-2,-3,-5,-5,-5,-5,-5,-3,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-1,0,1,5,5,0,4,5,6,7,8,8,10,10,13,15,15,16
"Chatham County, NC",US,35.7211,-79.1781,2,2,2,6,6,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,6,6,6,6,6,6,6,5,4,1,1,4,4,4,1,0,0,0,0,0,0,0,1,1
"Delaware County, PA",US,39.9078,-75.3879,-3,-3,-3,0,0,0,-1,-2,-3,-5,-5,-3,-2,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-2,-2
"Douglas County, NE",US,41.3148,-96.1951,-10,-10,-10,-10,-10,-6,-6,-6,-5,-5,-4,-3,-2,-2,-2,-2,-3,-4,-4,-4,-4,-5,-5,-6,-7,-7,-7,-7,-7,-7,-7,-6,-5,-5,-5,-5,-5,-5,-5,-3,-3,-3,-3,-2,-2,-2,-2
"Fayette County, KY",US,38.0606,-84.4803,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,-2,-2,-2,0,0,0,-3,-4,-4,-3,-3,-3,-3,-1,-1,-1
"Marion County, IN",US,39.8362,-86.1752,-2,-2,-2,0,0,-1,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-5,-5,-5,-2,-2,-2,-2,-1,-1,-1
"Middlesex County, MA",US,42.4672,-71.2874,-7,-7,-7,-4,-4,-4,-4,-5,-7,-9,-9,-8,-7,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6
"Nassau County, NY",US,40.6546,-73.5594,-1,-1,-1,0,0,0,0,-1,-2,-3,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1
"Ramsey County, MN",US,44.9964,-93.0616,-13,-13,-13,-13,-13,-13,-8,-11,-11,-11,-9,-7,-6,-6,-6,-6,-7,-7,-8,-9,-11,-11,-10,-10,-11,-11,-12,-12,-12,-12,-12,-12,-12,-11,-10,-8,-9,-9,-9,-8,-8,-7,-7,-6,-5,-5,-5
"Washoe County, NV",US,40.5608,-119.6035,-5,-5,-5,-4,-4,-4,-3,-2,-2,-1,0,0,0,0,0,0,-2,-2,-3,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,-7,-7,-8,-8,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-7
"Wayne County, PA",US,41.6739,-75.2479,-5,-6,-6,-5,-5,-5,-5,-5,-6,-8,-8,-6,-6,-5,-4,-4,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-5,-4,-4
"Yolo County, CA",US,38.7646,-121.9018,4,4,4,4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,6,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,5,5,5
,Vatican City,41.9029,12.4534,2,2,3,3,3,4,4,4,5,5,5,5,7,7,7,7,7,7,7,7,7,7,6,7,6,6,4,4,4,4,4,4,6,6,6,6,6,4,4,4,6,6,6,4,6,6,6
"Santa Clara County, CA",US,37.3541,-121.9552,4,4,4,4,5,5,5,7,7,7,8,8,8,8,8,8,8,7,6,5,5,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,5,5,5,3,2,3,3,5,5,5
Grand Princess Cruise Ship,US,37.6489,-122.6655,7,7,7,7,8,8,8,9,9,10,10,10,10,10,10,10,10,10,9,9,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,French Guiana,3.9339,-53.1258,22,22,22,22,22,22,23,23,23,23,23,23,23,23,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,21,21,21,21,21,22,22,22,22
,Malta,35.9375,14.3754,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,10,10,10
"Douglas County, CO",US,39.2587,-104.9389,-11,-11,-11,-11,-11,-11,-10,-10,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-10,-10,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-11,-11,-9,-8,-9,-9,-9,-9,-9,-9,-8,-7
