Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20
,Paraguay,-23.4425,-58.4438,73,73,73,73,69,68,61,57,57,61,57,52,52,50,45,45,39,39,39,45,45,43,39,37,37,39,43,47,43,47,53,56,56,56,53,43,53,53,53,41,37,37,37,16,6,4,4
"Berkshire County, MA",US,42.3118,-73.1822,56,55,56,56,56,56,69,69,56,56,48,56,56,56,61,71,72,73,73,72,72,73,71,73,73,73,71,65,71,65,56,50,42,36,31,31,31,31,31,36,36,36,36,36,36,47,47
"Davidson County, TN",US,36.1343,-86.822,73,75,77,79,81,79,79,77,77,77,77,77,77,77,77,77,78,77,73,69,73,77,78,88,88,73,69,69,88,69,69,67,59,67,75,75,75,67,65,65,65,67,67,65,56,53,53
"Douglas County, OR",US,43.1261,-123.2492,74,80,73,73,80,73,73,72,72,72,71,71,69,69,69,71,71,68,71,68,68,64,64,59,59,64,64,64,59,52,45,45,41,41,37,36,32,28,28,28,28,28,32,37,41,41,46
"Fresno County, CA",US,36.9859,-119.2321,42,47,47,47,47,52,52,52,52,52,47,40,35,33,28,24,23,23,19,19,14,6,6,5,5,5,6,6,6,6,3,6,8,11,11,11,11,14,17,20,23,20,17,15,24,25,25
"Harford County, MD",US,39.5839,-76.3637,37,36,37,51,51,37,45,37,34,32,34,37,37,34,44,45,60,60,45,44,45,71,73,74,74,73,71,71,71,68,64,52,48,48,48,48,48,43,39,39,39,39,41,39,39,39,39
"Hendricks County, IN",US,39.8065,-86.5401,76,76,79,87,87,79,79,87,88,87,88,88,87,87,88,88,92,92,89,88,89,89,89,89,89,84,79,79,84,79,67,64,64,43,43,43,43,42,42,42,43,45,43,43,43,43,43
"Hudson County, NJ",US,40.7453,-74.0535,51,43,43,43,43,43,43,43,32,32,32,43,43,43,43,55,56,72,72,56,72,82,82,84,84,82,72,56,72,56,55,53,35,35,33,33,33,33,33,33,33,28,33,28,28,28,28
"Johnson County, KS",US,38.8454,-94.8521,56,71,83,84,83,81,59,81,81,81,81,59,59,59,81,81,81,59,57,57,57,56,56,54,50,50,50,50,50,42,35,35,35,38,38,38,38,37,37,37,37,37,35,35,35,34,34
"Kittitas County, WA",US,47.175,-120.9319,76,76,77,80,80,80,80,82,83,83,83,83,82,80,79,78,78,76,73,69,69,66,60,59,57,57,54,54,54,49,49,47,47,47,47,47,47,45,40,39,39,39,42,45,47,52,54
"Manatee County, FL",US,27.4799,-82.3452,28,28,30,31,30,28,28,28,24,28,30,40,40,30,34,40,43,43,40,40,40,37,37,37,37,37,34,37,39,42,39,39,37,37,37,37,39,39,39,37,32,28,27,26,26,26,26
"Marion County, OR",US,44.8446,-122.5927,82,82,82,84,80,75,75,75,80,80,80,80,77,77,78,78,77,77,77,77,77,74,73,70,70,70,68,68,68,64,51,50,45,45,50,50,45,45,39,39,39,39,39,45,45,56,57
"Okaloosa County, FL",US,30.5773,-86.6611,63,63,68,68,63,60,60,56,56,48,48,56,48,45,48,56,60,56,56,56,56,61,65,68,68,65,68,79,79,79,79,73,73,73,79,79,79,73,65,65,65,56,56,56,56,50,36
"Polk County, GA",US,34.0132,-85.1479,48,48,56,65,65,56,65,56,56,48,48,65,46,46,65,67,67,67,65,64,67,67,68,74,74,68,69,74,80,80,80,80,80,80,80,83,80,69,69,69,69,69,69,69,69,60,60
"Riverside County, CA",US,33.9533,-117.3961,33,34,34,33,33,34,34,34,34,18,14,13,12,12,11,11,10,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,6,8,6,4,4,6,8,13,15,15,15,15,15,28,31
"Shelby County, TN",US,35.1269,-89.9253,77,82,85,85,85,85,85,82,81,81,81,73,52,52,81,88,88,81,52,50,50,81,96,96,72,50,60,72,72,72,72,68,68,72,72,72,72,72,68,68,68,72,74,74,68,50,50
"Spokane County, WA",US,47.6587,-117.4225,83,82,83,83,83,83,81,83,83,83,83,83,81,81,81,81,81,81,81,78,74,70,60,57,47,47,47,47,47,44,44,36,33,33,33,36,42,42,33,32,25,25,32,32,32,33,42
"St. Louis County, MO",US,38.6103,-90.4125,67,70,79,79,79,70,70,79,84,87,90,87,87,87,90,91,94,91,90,90,91,90,90,80,70,67,67,70,70,67,64,51,51,49,49,49,49,47,40,40,40,40,40,40,40,34,34
"Suffolk County, NY",US,40.9849,-72.6151,47,37,47,47,47,40,37,37,28,24,24,37,37,31,37,40,55,61,61,37,61,65,65,75,75,75,65,55,75,55,54,39,37,37,37,37,37,37,28,28,28,24,28,24,21,21,24
"Ulster County, NY",US,41.8586,-74.3118,51,36,51,51,51,45,51,45,44,44,44,45,45,44,45,55,60,60,60,60,67,76,76,80,80,80,76,67,80,67,56,46,44,28,28,28,28,28,28,28,28,28,37,28,28,37,37
"Unassigned Location, VT",US,44.3378,-72.7563,86,86,86,86,86,86,86,87,86,62,51,62,62,62,64,64,68,71,71,68,68,68,68,70,70,70,70,68,70,70,70,46,44,41,41,41,41,41,41,44,53,53,71,70,70,70,70
"Unknown Location, MA",US,42.4072,-71.3824,47,47,49,50,50,50,47,43,43,41,37,41,41,37,41,43,50,56,43,43,43,60,60,65,65,65,60,48,60,48,44,43,28,28,16,16,16,16,16,21,21,21,26,23,21,23,26
"Volusia County, FL",US,29.028000000000002,-81.0755,34,36,40,41,41,41,41,41,40,41,44,46,46,41,41,46,46,46,41,41,41,41,41,41,41,41,39,41,44,48,48,48,44,44,44,48,53,53,53,48,41,41,30,30,30,30,28
